,Type of property,Location,Postcode,immo code,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2,Province,Region
4595,penthouse,brussels%20city,1000,10654638,479000,Vismarkt 10 c,3,E,240.0,0,1,27,0,62,2,2011,Good,0,2,0,0,2,USA hyper equipped,0,479000,€479000,1,Brussels Hoofdstedelijk Gewest,Brussels
4596,house,antwerp,2170,10654637,475000,Museumstraat 50,4,B,166.0,0,1,0,204,0,3,0,Good,0,1,0,0,0,Semi equipped,0,475000,€475000,1,Antwerpen,Flanders
4597,house,li%C3%A8ge%20grivegn%C3%A9e,4030,10654636,109000,Rue de Herve 70,1,F,502.0,0,1,12,53,12,3,0,Good,0,1,0,0,2,Installed,Gas,109000,€109000,1,Liï¿½ge,Wallonia
4598,house,sinaai,9112,10654635,349000,Grote Markt 52,3,D,312.0,0,0,0,372,0,3,1973,Good,0,1,0,0,2,Installed,Fuel oil,349000,€349000,0,Oost-Vlaanderen,Flanders
4599,duplex,wemmel,1780,10654630,585000,de Limburg Stirumlaan 166,2,A,67.0,0,1,50,0,26,3,2020,As new,0,2,2,1,3,USA hyper equipped,0,585000,€585000,1,Vlaams-Brabant,Flanders
4600,house,li%C3%A8ge,4000,10654628,410000,Quai des Ardennes 1,4,B,159.0,0,1,20,125,22,2,0,Good,0,1,1,0,2,Installed,Gas,410000,€410000,1,Liï¿½ge,Wallonia
4601,apartment,fl%C3%89ron,4620,10654627,175000,Quai des Ardennes 1,1,D,303.0,0,0,0,0,35,2,0,Good,0,1,0,0,1,Installed,Gas,175000,€175000,0,Liï¿½ge,Wallonia
4603,house,arsimont,5060,10654625,179000,"Rue de la Station, 64",2,D,280.0,0,0,0,529,0,3,0,0,0,1,0,0,0,USA installed,0,179000,€179000,0,Namur,Wallonia
4604,triplex,rixensart%20genval,1332,10654624,580000,16 rue Bois Lionnet,4,B,150.0,0,1,0,0,40,2,2007,As new,0,2,1,0,2,USA installed,0,580000,€580000,1,Brabant wallon,Wallonia
4605,house,oostende,8400,10654622,289000,Koningsstraat 23,3,B,110.0,0,1,0,111,37,0,0,As new,0,0,0,0,1,Hyper equipped,Gas,289000,€289000,1,West-Vlaanderen,Flanders
4606,flat-studio,middelkerke,8430,10494820,159000,Zeedijk 63,0,C,245.0,1,0,0,0,0,0,0,Just renovated,0,1,0,0,1,Installed,Electric,159000,€159000,0,West-Vlaanderen,Flanders
4609,apartment,uccle,1180,10654607,330000,Place Communale 8,2,G,470.0,1,0,0,0,27,2,1958,Good,0,1,0,0,1,USA installed,Fuel oil,330000,€330000,0,Brussels Hoofdstedelijk Gewest,Brussels
4610,apartment,merksem%20%28antwerpen%29,2170,10654600,199000,Lambrechtshoekenlaan 169,2,D,378.0,0,1,13,0,36,2,1983,Good,0,1,0,0,0,0,Gas,199000,€199000,1,Antwerpen,Flanders
4611,bungalow,aalter,9910,10654591,478000,Stationstraat 25,3,F,765.0,0,1,40,1539,48,4,0,To renovate,0,1,0,0,2,0,0,478000,€478000,1,Oost-Vlaanderen,Flanders
4612,house,laarne,9270,10654590,475000,Heusdendorp 7,2,D,351.0,0,1,80,1356,18,3,1946,Good,0,1,1,0,3,Installed,Gas,475000,€475000,1,Oost-Vlaanderen,Flanders
4613,apartment,soignies,7060,10654588,244000,Rue de Mons 63,3,C,216.0,0,1,0,0,0,0,0,Good,0,2,0,0,0,0,0,244000,€244000,1,Hainaut,Wallonia
4614,apartment,bruxelles%2012,1120,10654587,25000,"Rue Pierre Timmermans, 23",2,G,364.0,0,1,19,0,26,2,1969,0,0,0,1,0,1,Installed,Gas,25000,€25.000).,1,Brussels Hoofdstedelijk Gewest,Brussels
4615,apartment,namur,5000,10654583,165000,Avenue du Bourgmestre Jean Materne 96/1,1,B,159.0,0,0,0,0,0,2,0,As new,0,1,1,0,1,Installed,Gas,165000,€165000,0,Namur,Wallonia
4616,apartment,merksem,2170,10654582,155000,Lambrechtshoekenlaan 169,2,D,345.0,0,1,1,0,26,2,1975,To be done up,0,1,0,0,0,0,Gas,155000,€155000,1,Antwerpen,Flanders
4617,apartment,waterloo,1410,10654581,550000,Avenue Louise 480,3,B,93.0,0,1,11,0,0,2,2023,0,0,2,1,0,1,Installed,0,550000,€550000,1,Brabant wallon,Wallonia
4618,house,diksmuide,8600,10654580,349000,De Breyne Pellaertstraat 13,4,D,346.0,0,1,10,137,91,0,0,Good,0,0,0,0,2,Installed,Gas,349000,€349000,1,West-Vlaanderen,Flanders
4619,house,de%20panne,8660,10654579,345000,Kinderlaan 17,3,D,392.0,0,1,64,117,45,2,0,As new,0,0,0,0,2,Hyper equipped,Gas,345000,€345000,1,West-Vlaanderen,Flanders
4621,house,wideumont%20village,6800,10654576,199000,Rue du Commerce 25,3,D,284.0,0,0,0,363,0,3,0,Good,0,1,0,0,1,Installed,Fuel oil,199000,€199000,0,Luxembourg,Wallonia
4622,house,wideumont%20village,6800,10654575,210000,Rue du Commerce 25,4,C,193.0,0,0,0,357,0,3,0,Good,0,1,0,0,2,Installed,Fuel oil,210000,€210000,0,Luxembourg,Wallonia
4623,apartment-block,schaerbeek,1030,10654570,2000000,Avenue de Tervueren 180,12,G,365.0,0,0,0,140,0,3,1920,To renovate,0,9,9,0,9,Semi equipped,Electric,2000000,€2000000,0,Brussels Hoofdstedelijk Gewest,Brussels
4624,apartment-block,bruxelles,1000,10654569,2000000,Avenue de Tervueren 180,12,G,365.0,0,0,0,140,0,3,1920,To renovate,0,9,9,0,9,Semi equipped,Electric,2000000,€2000000,0,Brussels Hoofdstedelijk Gewest,Brussels
4625,flat-studio,bruxelles,1000,10620502,290000,Avenue Louise 251,1,B,82.0,0,0,0,0,26,2,2016,As new,0,1,0,0,1,USA installed,Gas,290000,€290000,0,Brussels Hoofdstedelijk Gewest,Brussels
4634,house,kortrijk,8500,10654553,525000,Doorniksewijk 41,4,D,366.0,0,1,0,863,51,3,0,Good,0,0,0,0,2,Installed,Gas,525000,€525000,1,West-Vlaanderen,Flanders
4635,house,zeebrugge,8380,10654552,297000,Grote Markt 1,3,C,297.0,0,1,0,210,0,0,0,Good,0,0,0,0,1,Installed,Gas,297000,€297000,1,West-Vlaanderen,Flanders
4637,villa,wezembeek-oppem,1970,10654546,975000,Rue Voot 4,5,C,282.0,0,1,40,733,45,4,1971,Good,0,3,0,1,4,Semi equipped,Fuel oil,975000,€975000,1,Vlaams-Brabant,Flanders
4639,apartment,schaerbeek,1030,10654540,239000,"rue Guillaume Crocklaan, 2",1,G,422.0,0,0,0,0,24,0,0,0,0,1,0,0,2,Semi equipped,Gas,239000,€239000,0,Brussels Hoofdstedelijk Gewest,Brussels
4640,apartment,schaerbeek,1030,10654539,199000,"rue Guillaume Crocklaan, 2",1,E,236.0,0,0,0,0,0,0,0,0,0,1,0,0,1,Semi equipped,Gas,199000,€199000,0,Brussels Hoofdstedelijk Gewest,Brussels
4641,mixed-use-building,gosselies,6041,10654538,249000,Chaussée Brunehaut 415,4,E,397.0,0,1,0,126,0,3,0,Good,0,1,0,1,2,0,Gas,249000,€249000,1,Hainaut,Wallonia
4642,house,p%C3%A9ruwelz,7600,10599823,310000,Grand Place 14,3,F,466.0,0,0,0,1786,33,4,0,0,0,1,0,0,1,Installed,Fuel oil,310000,€310000,0,Hainaut,Wallonia
4643,house,bas%C3%A8cles,7971,10654537,120000,Grand Place 14,2,G,881.0,0,0,0,331,30,3,0,0,0,1,0,0,1,Installed,Fuel oil,120000,€120000,0,Hainaut,Wallonia
4644,house,blaton,7321,10654536,260000,Grand Place 14,3,E,396.0,0,0,0,843,47,4,0,0,0,1,0,0,1,Installed,Electric,260000,€260000,0,Hainaut,Wallonia
4645,house,meerhout,2450,10654534,249000,Kapittelhof 22,4,F,1053.0,0,0,0,550,0,4,1955,To renovate,0,1,0,0,0,Not installed,0,249000,€249000,0,Antwerpen,Flanders
4648,apartment,leuze-en-hainaut,7900,10654531,150000,Grand Place 14,2,D,332.0,0,0,0,0,19,2,0,0,0,1,0,0,1,Installed,Gas,150000,€150000,0,Hainaut,Wallonia
4650,villa,embourg,4053,10654516,399000,rue de Louveigné 30b,4,F,480.0,0,1,0,1265,0,4,1988,To be done up,0,2,0,0,0,0,Gas,399000,€399000,1,Liï¿½ge,Wallonia
4651,house,grivegn%C3%A9e,4030,10585937,229900,Rue des Fories 2,3,D,283.0,0,1,28,75,0,2,0,Good,0,1,0,1,2,0,Gas,229900,€229900,1,Liï¿½ge,Wallonia
4652,duplex,%C2%A9caussinnes,7190,10654515,180000,Avenue du centenaire  53/4,4,F,474.0,0,0,0,0,28,2,1977,Good,0,1,0,0,1,Installed,Gas,180000,€180000,0,Hainaut,Wallonia
4655,house,zaventem,1930,10654504,279000,Av. Henri Conscience 74,3,F,738.0,0,0,0,160,30,3,0,Good,0,1,0,0,1,0,Gas,279000,€279000,0,Vlaams-Brabant,Flanders
4657,apartment,antwerpen%201,2018,10574198,320000,Leopoldstraat 49,1,B,140.0,0,1,0,0,0,2,0,0,0,1,0,0,0,Installed,Gas,320000,€320000,1,Antwerpen,Flanders
4665,apartment,antwerpen%201,2018,10574171,320000,Leopoldstraat 49,1,B,178.0,0,1,7,0,0,2,0,0,0,1,0,0,0,Installed,Gas,320000,€320000,1,Antwerpen,Flanders
4666,house,st-niklaas,9100,10379845,529000,Ten Bos 11,4,D,324.0,0,1,0,911,0,4,1979,Good,0,1,0,0,2,Hyper equipped,Fuel oil,529000,€529000,1,Oost-Vlaanderen,Flanders
4667,villa,housse,4671,10654481,395000,Avenue Franklin Roosevelt 22A,3,E,347.0,0,1,12,1155,36,4,1973,0,0,1,0,0,1,Installed,Fuel oil,395000,€395000,1,Liï¿½ge,Wallonia
4668,mansion,saint-remy%20%28blegny%29,4672,10654464,410000,Avenue Franklin Roosevelt 22A,7,D,320.0,0,0,0,1270,0,4,0,0,0,1,0,0,2,Installed,Fuel oil,410000,€410000,0,Liï¿½ge,Wallonia
4669,apartment,evere,1140,10654463,310000,Chaussée de Waterloo 1382,1,B,74.0,1,1,5,0,34,2,2015,As new,0,1,1,0,1,USA hyper equipped,Gas,310000,€310000,1,Brussels Hoofdstedelijk Gewest,Brussels
4670,farmhouse,polleur,4910,10654462,525000,"Avenue Hanlet, 2",5,B,125.0,0,1,86,5860,40,4,0,Good,0,3,2,1,3,Semi equipped,Fuel oil,525000,€525000,1,Liï¿½ge,Wallonia
4671,mansion,liege%201,4000,10654461,419500,Avenue Franklin Roosevelt 22A,7,E,414.0,0,1,23,112,35,2,0,0,0,2,1,0,3,Installed,Gas,419500,€419500,1,Liï¿½ge,Wallonia
4672,house,tamines,5060,10654456,248000,Avenue Paul pastur 380,3,F,501.0,0,1,30,555,39,3,0,0,0,1,1,0,2,Semi equipped,Fuel oil,248000,€248000,1,Namur,Wallonia
4674,house,brugge,8000,10654445,845000,"Fort Zevenbergen, 49",5,F,559.0,0,1,20,170,0,2,0,Good,0,2,1,1,4,0,Gas,845000,€845000,1,West-Vlaanderen,Flanders
4675,apartment,deurne,2100,10654444,249000,Ruggeveldbaan 751,3,D,311.0,0,1,0,0,0,2,1979,Good,0,1,0,0,0,0,Gas,249000,€249000,1,Antwerpen,Flanders
4676,exceptional-property,enghien,7850,10654440,1395000,Rue Seutin 2,6,B,143.0,0,1,100,2857,0,4,2008,As new,0,3,3,1,4,Hyper equipped,Fuel oil,1395000,€1395000,1,Hainaut,Wallonia
4677,house,burg-reuland,4790,10654439,300000,Poteauerstrasse 90,4,D,339.0,0,1,0,868,30,3,1850,Good,0,2,0,0,3,Installed,Gas,300000,€300000,1,Liï¿½ge,Wallonia
4681,apartment,molenbeek-saint-jean,1080,10652341,249000,Avenue des Tamaris 23C,2,E,266.0,0,1,2,0,29,2,0,Good,0,1,0,0,0,0,Fuel oil,249000,€249000,1,Brussels Hoofdstedelijk Gewest,Brussels
4683,house,ampsin,4540,10654419,199000,Avenue du Condroz 1/0,3,F,509.0,0,0,0,349,14,3,1874,Good,0,1,0,0,0,0,Gas,199000,€199000,0,Liï¿½ge,Wallonia
4685,house,pepinster,4860,10654416,239000,"Rue de Rechain, 29/31",5,C,215.0,0,1,21,90,0,2,0,To be done up,0,1,0,0,0,0,Gas,239000,€239000,1,Liï¿½ge,Wallonia
4687,house,houthulst,8650,10654408,269000,Ommegangstraat 4A,3,D,391.0,0,0,0,575,0,3,0,Good,0,1,0,0,1,0,0,269000,€269000,0,West-Vlaanderen,Flanders
4690,house,halle,1500,10654404,480000,Basiliekstraat 136,3,C,234.0,0,1,19,314,31,3,0,0,0,1,0,0,2,0,Gas,480000,€480000,1,Vlaams-Brabant,Flanders
4691,farmhouse,middelkerke,8432,10654401,790000,Steenbrugsestraat 21,0,F,562.0,0,1,0,6715,0,4,1850,Good,0,0,0,0,0,0,0,790000,€790000,1,West-Vlaanderen,Flanders
4692,house,schoten,2900,10597209,399000,"Kerkstraat, 27",3,B,159.0,0,1,0,130,0,3,0,Good,0,1,0,0,2,Installed,Gas,399000,€399000,1,Antwerpen,Flanders
4693,house,bredene,8450,10654392,489000,Koningsstraat 23,5,D,345.0,0,1,0,847,0,0,0,Good,0,0,0,0,2,Installed,Electric,489000,€489000,1,West-Vlaanderen,Flanders
4694,house,antwerpen,2140,10654387,327000,Ruggeveldbaan 751,3,B,200.0,0,0,0,100,0,2,0,Good,0,1,0,0,0,Hyper equipped,Gas,327000,€327000,0,Antwerpen,Flanders
4695,apartment-block,montignies-sur-sambre,6061,10654382,279000,Rue du Parc 5 bt3,0,G,592.0,0,1,70,0,40,2,0,0,0,2,0,0,0,Installed,0,279000,€279000,1,Hainaut,Wallonia
4696,house,antwerpen,2060,10654379,329000,Ruggeveldbaan 751,3,B,169.0,0,0,0,41,0,2,0,Good,0,1,0,0,0,0,Gas,329000,€329000,0,Antwerpen,Flanders
4698,villa,noiseux,5377,10654374,450000,Chaussée de Liège 76,6,B,86.0,0,0,0,1939,0,4,2019,Good,0,3,0,1,0,0,0,450000,€450000,0,Namur,Wallonia
4699,house,noiseux,5377,10654373,450000,Chaussée de Liège 76,6,B,86.0,0,0,0,1939,0,4,2019,Good,0,3,0,1,0,0,0,450000,€450000,0,Namur,Wallonia
4700,villa,waterloo,1410,10654364,1050000,"Drève Richelle, 274",5,C,181.0,0,1,100,810,70,4,1969,Just renovated,0,4,0,1,4,Hyper equipped,Gas,1050000,€1050000,1,Brabant wallon,Wallonia
4701,villa,dinant,5500,10654352,249000,Rue Grande 70,3,F,477.0,0,1,117,500,33,0,0,Good,0,1,0,0,1,0,Fuel oil,249000,€249000,1,Namur,Wallonia
4702,house,geraardsbergen,9500,10654349,198000,Longpontstraat 3,4,B,200.0,0,0,0,60,0,2,1950,As new,0,1,0,0,2,Installed,Gas,198000,€198000,0,Oost-Vlaanderen,Flanders
4703,apartment,bastogne,6600,10654346,325000,Route de Marche 143,2,A,53.0,0,1,9,0,0,2,2022,Good,0,1,0,0,0,0,Gas,325000,€325000,1,Luxembourg,Wallonia
4704,apartment,bastogne,6600,10654345,300000,Route de Marche 143,3,A,55.0,0,1,12,0,0,2,2022,As new,0,1,0,0,0,0,Gas,300000,€300000,1,Luxembourg,Wallonia
4705,apartment,bastogne,6600,10654344,310000,Route de Marche 143,3,A+,41.0,0,1,12,0,0,2,2022,As new,0,1,0,0,0,0,Gas,310000,€310000,1,Luxembourg,Wallonia
4706,mixed-use-building,st-gilles,1060,10618541,849000,Square Marie Louise 4/21,5,G,584.0,0,0,0,130,0,2,0,Good,0,3,0,0,0,USA installed,Gas,849000,€849000,0,Brussels Hoofdstedelijk Gewest,Brussels
4707,apartment,bastogne,6600,10654343,355000,Route de Marche 143,0,A,57.0,0,0,0,0,0,2,2022,0,0,0,0,0,0,0,Gas,355000,€355000,0,Luxembourg,Wallonia
4709,house,froidfontaine,5576,10654340,349000,Rue De Bouillon 59,4,F,464.0,0,1,30,651,73,4,0,Good,0,1,1,0,3,0,Fuel oil,349000,€349000,1,Namur,Wallonia
4710,apartment,brasschaat,2930,10654339,335000,Kunstlei 14,2,B,132.0,0,1,0,0,32,2,0,As new,0,1,0,0,2,Installed,Gas,335000,€335000,1,Antwerpen,Flanders
4711,apartment,brasschaat,2930,10654338,299000,Kunstlei 14,2,B,186.0,0,1,4,0,38,2,0,As new,0,1,0,0,2,Installed,Gas,299000,€299000,1,Antwerpen,Flanders
4712,house,andrimont,4821,10654336,185000,Borchamps 24,2,E,353.0,0,1,22,507,0,3,0,Good,0,1,1,0,2,0,Fuel oil,185000,€185000,1,Liï¿½ge,Wallonia
4713,house,hannut,4280,10654335,385000,Borchamps 24,3,E,410.0,0,1,30,4244,50,4,0,To be done up,0,2,1,1,3,0,Fuel oil,385000,€385000,1,Liï¿½ge,Wallonia
4714,apartment,puurs-sint-amands,2870,10654334,265000,Jan Hammeneikerstraat 125,1,A,56.0,0,1,24,0,37,2,2021,As new,0,1,0,0,1,Hyper equipped,0,265000,€265000,1,Antwerpen,Flanders
4715,house,spa,4900,10654333,310000,Rue du Parc 10,4,C,250.0,0,1,11,222,16,2,1910,Good,0,1,13,1,2,Installed,Gas,310000,€310000,1,Liï¿½ge,Wallonia
4716,apartment,malle%20westmalle,2390,10654330,539000,Antwerpsesteenweg 209,2,A,82.0,0,1,0,0,35,3,2016,As new,0,1,0,0,2,Installed,Gas,539000,€539000,1,Antwerpen,Flanders
4717,flat-studio,koksijde,8670,10612458,145000,Rozenlaan 4,1,B,105.0,0,0,0,0,0,0,0,Good,0,1,0,0,0,0,0,145000,€145000,0,West-Vlaanderen,Flanders
4718,chalet,heist-op-den-berg%20schriek,2223,10654325,159000,Schrieksebaan 53B001,1,C,236.0,0,1,0,559,0,4,2018,As new,0,1,0,0,1,Installed,0,159000,€159000,1,Antwerpen,Flanders
4719,house,hoeilaart,1560,10654324,1980000,Chaussée de Louvain 433,6,C,251.0,0,1,0,24356,0,4,1910,Good,0,2,2,0,4,Installed,0,1980000,€1980000,1,Vlaams-Brabant,Flanders
4720,house,braine-le-ch%C3%83teau%20wauthier-braine,1440,10654323,395000,Rue de Nivelles 1,5,G,586.0,0,1,0,2030,51,4,1959,To renovate,0,2,0,0,2,0,Fuel oil,395000,€395000,1,Brabant wallon,Wallonia
4721,flat-studio,gent,9000,10654321,169000,"Hundelgemsesteenweg, 306",1,D,382.0,0,0,0,0,0,2,0,Good,0,1,0,0,1,Installed,0,169000,€169000,0,Oost-Vlaanderen,Flanders
4722,house,liege,4000,10654320,205000,Rue J. Wettinck 49,3,C,178.0,0,1,15,215,44,2,0,Good,0,2,2,1,3,Hyper equipped,Gas,205000,€205000,1,Liï¿½ge,Wallonia
4723,house,liege,4000,10654318,145000,Rue J. Wettinck 49,3,E,367.0,0,1,12,110,16,3,1962,Good,0,1,1,0,1,Installed,Fuel oil,145000,€145000,1,Liï¿½ge,Wallonia
4724,house,seraing,4101,10654317,149000,Rue J. Wettinck 49,4,D,338.0,0,1,30,115,18,3,0,Good,0,1,0,0,1,Installed,Gas,149000,€149000,1,Liï¿½ge,Wallonia
4725,apartment,bruxelles,1020,10654316,345000,Chaussée de Vleurgat 293,3,E,251.0,0,1,9,0,35,3,1992,To be done up,0,2,1,0,2,Hyper equipped,0,345000,€345000,1,Brussels Hoofdstedelijk Gewest,Brussels
4726,house,honnelles%20angre,7387,10654313,250000,Rue Joseph Dufrane 12,5,G,609.0,0,1,45,1252,32,3,0,Good,0,3,3,0,3,Not installed,Fuel oil,250000,€250000,1,Hainaut,Wallonia
4727,apartment,knokke-heist,8300,10654310,1395000,"Koningslaan, 131",3,A,92.0,0,1,16,0,0,2,2010,As new,0,2,2,0,2,USA hyper equipped,Gas,1395000,€1395000,1,West-Vlaanderen,Flanders
4728,house,herselt,2230,10654305,250000,Pas 96/A,2,F,708.0,0,1,0,1087,0,4,1960,Good,0,1,0,0,0,Hyper equipped,Fuel oil,250000,€250000,1,Antwerpen,Flanders
4729,house,veerle,2431,10395770,285000,Pas 96/A,2,F,580.0,0,1,0,548,0,4,1968,To be done up,0,1,0,0,1,Installed,Fuel oil,285000,€285000,1,Antwerpen,Flanders
4730,house,stavelot%20francorchamps,4970,10651426,349000,"Avenue du chêne, 177",3,C,214.0,0,1,28,951,25,4,2000,Good,0,1,0,1,2,0,Fuel oil,349000,€349000,1,Liï¿½ge,Wallonia
4731,house,fayt-lez-manage,7170,10654302,104999,"4, Place Sabatier",2,E,411.0,0,1,0,320,23,2,1900,To renovate,0,1,1,0,1,Not installed,Gas,104999,€104.999,1,Hainaut,Wallonia
4732,house,leernes,6142,10654301,69999,"4, Place Sabatier",2,G,715.0,0,0,0,140,17,2,1900,Good,0,1,1,0,1,Semi equipped,Pellet,69999,€69999,0,Hainaut,Wallonia
4733,house,la%20hestre,7170,10654300,129999,"4, Place Sabatier",2,F,459.0,0,1,0,199,12,3,1900,To be done up,0,1,1,1,1,Semi equipped,Gas,129999,€129999,1,Hainaut,Wallonia
4734,house,berlare,9290,10654291,349000,Markt 37,3,D,399.0,0,1,0,0,0,4,0,Good,0,1,1,0,0,Installed,Gas,349000,€349000,1,Oost-Vlaanderen,Flanders
4735,mansion,antwerp,2600,10654280,1350000,"Jordaenskaai, 21",5,C,285.0,0,1,0,386,0,2,0,0,0,2,0,0,0,0,0,1350000,€1350000,1,Antwerpen,Flanders
4736,house,quievrain,7380,10654278,80000,rue de Valenciennes 42,3,G,945.0,0,0,0,155,13,3,1918,To renovate,0,1,1,0,1,USA installed,Gas,80000,€80000,0,Hainaut,Wallonia
4737,house,thuin,6530,10654275,230000,"Avenue Marie José, 59",3,E,380.0,0,0,0,4100,25,3,0,To be done up,0,1,0,1,2,Installed,Fuel oil,230000,€230000,0,Hainaut,Wallonia
4738,apartment,hoboken,2660,10654270,20000,Waalsekaai 32,2,B,135.0,0,1,8,0,34,3,2010,As new,0,1,0,0,1,Hyper equipped,Gas,20000,€20.000,1,Antwerpen,Flanders
4739,apartment,deurne,2100,10654269,25000,Waalsekaai 32,2,E,463.0,0,1,3,0,35,3,1967,To be done up,0,1,0,0,1,USA hyper equipped,Gas,25000,€25.000-),1,Antwerpen,Flanders
4740,apartment,evere,1140,10654268,278000,Dorp 6,2,E,258.0,0,0,0,0,23,2,0,0,0,1,0,0,2,Installed,Fuel oil,278000,€278000,0,Brussels Hoofdstedelijk Gewest,Brussels
4742,apartment,heverlee,3001,10654264,249000,Interleuvenlaan 66,1,C,217.0,0,1,10,0,0,2,1965,Just renovated,0,1,0,0,0,0,0,249000,€249000,1,Vlaams-Brabant,Flanders
4743,house,deurne,2100,10325768,299000,Langestraat 71,2,E,410.0,0,1,20,200,0,2,1955,Good,0,1,1,0,2,Installed,Gas,299000,€299000,1,Antwerpen,Flanders
4744,house,diest,3290,10654262,359000,Hasseltsestraat 17,3,D,364.0,0,1,30,216,0,3,1969,Good,0,1,0,0,1,Installed,Fuel oil,359000,€359000,1,Vlaams-Brabant,Flanders
4745,ground-floor,sint-truiden,3800,10654261,269000,"Stationstraat 2/017 (Hoek Tiensetraat, Molenstraat)",2,E,429.0,0,1,20,0,37,0,2005,Good,0,1,0,0,1,Installed,0,269000,€269000,1,Limburg,Flanders
4746,house,londerzeel,1840,10654260,339000,Valkebeekstraat 24,3,B,139.0,0,1,0,186,0,2,0,Good,0,1,0,0,2,Installed,Gas,339000,€339000,1,Vlaams-Brabant,Flanders
4747,penthouse,knokke-heist,8300,10654258,95000,Zoutelaan 53,4,B,121.0,0,1,39,0,72,2,2004,As new,0,3,3,1,3,USA hyper equipped,Gas,95000,€95.000.,1,West-Vlaanderen,Flanders
4748,apartment,bruxelles,1130,10654256,209000,Chaussée de Haecht 1697,1,B,87.0,1,0,0,0,30,2,2017,As new,0,1,0,0,0,Not installed,Gas,209000,€209000,0,Brussels Hoofdstedelijk Gewest,Brussels
4749,house,mechelen,2800,10654255,428000,Korenmarkt 55,3,B,134.0,0,1,30,90,20,2,1930,0,0,1,0,1,2,Hyper equipped,Gas,428000,€428000,1,Antwerpen,Flanders
4750,house,bonheiden,2820,10654254,382000,Korenmarkt 55,3,F,668.0,0,1,0,545,41,3,1960,Good,0,1,0,0,2,Installed,Fuel oil,382000,€382000,1,Antwerpen,Flanders
4751,house,vilvoorde,1800,10654252,297000,Korenmarkt 55,3,F,690.0,0,1,0,113,24,2,1918,0,0,1,0,0,0,0,0,297000,€297000,1,Vlaams-Brabant,Flanders
4752,house,brasschaat,2930,10654249,399000,Bredabaan 1026/6,3,B,138.0,0,0,0,252,12,2,1932,0,0,1,0,0,0,0,0,399000,€399000,0,Antwerpen,Flanders
4753,apartment,antwerp,2100,10654248,229000,Bredabaan 1026/6,2,D,312.0,0,1,6,0,34,0,1994,0,0,1,0,0,1,0,0,229000,€229000,1,Antwerpen,Flanders
4754,house,ixelles,1050,10654247,1960000,"Avenue Delleur, 8",6,C,128.0,0,1,0,300,0,2,1890,As new,0,4,2,1,0,Hyper equipped,Gas,1960000,€1960000,1,Brussels Hoofdstedelijk Gewest,Brussels
4758,villa,sint-pieters-leeuw,1600,10654242,850000,Galgstraat 83,4,B,175.0,0,1,0,2924,53,4,1988,Good,0,1,0,1,2,Installed,Fuel oil,850000,€850000,1,Vlaams-Brabant,Flanders
4762,house,lubbeek,3210,10654234,499000,Leuvensesteenweg 264,4,C,271.0,0,0,0,1373,18,4,1986,Good,0,1,0,1,0,0,Fuel oil,499000,€499000,0,Vlaams-Brabant,Flanders
4763,villa,ternat,1740,10654233,449000,Immo Van Middelem,3,F,516.0,0,1,0,705,38,4,1992,Good,0,1,0,1,2,Hyper equipped,Electric,449000,€449000,1,Vlaams-Brabant,Flanders
4764,apartment,leuven,3001,10654229,448000,Kardinaal Mercierlaan 81,3,C,281.0,0,1,0,0,0,3,1976,To renovate,0,1,0,0,0,Installed,Fuel oil,448000,€448000,1,Vlaams-Brabant,Flanders
4765,apartment,uccle,1180,10654226,450000,Rue Du Postillon 3,2,F,279.0,0,1,1,0,48,2,0,As new,0,2,2,0,1,USA hyper equipped,0,450000,€450000,1,Brussels Hoofdstedelijk Gewest,Brussels
4766,house,dentergem,8720,10564072,469000,Plein 30 a,5,D,314.0,0,1,0,680,40,4,0,Just renovated,0,1,0,1,0,USA installed,Gas,469000,€469000,1,West-Vlaanderen,Flanders
4767,house,ittre,1460,10654224,460000,Avenue Reine Astrid 215,4,F,454.0,0,1,0,804,0,3,1890,Good,0,2,1,0,4,Installed,0,460000,€460000,1,Brabant wallon,Wallonia
4768,apartment,wetteren,9230,10654222,192000,Hekkerstraat 61,2,B,122.0,0,1,6,0,35,2,1974,Good,0,1,0,0,1,Hyper equipped,Gas,192000,€192000,1,Oost-Vlaanderen,Flanders
4769,apartment,jette,1090,10654221,240000,av. de la Floride 77,2,E,271.0,0,1,2,0,40,2,1935,To renovate,0,1,0,0,1,Installed,Gas,240000,€240000,1,Brussels Hoofdstedelijk Gewest,Brussels
4770,villa,jumet,6040,10654220,249500,"Avenue Paul Pastur, 381 bte 1",3,E,410.0,0,1,0,0,0,4,0,Good,0,2,1,1,2,Installed,Fuel oil,249500,€249500,1,Hainaut,Wallonia
4771,exceptional-property,ixelles,1050,10654218,2750000,Avenue Legrand 30,5,D,209.0,0,1,0,289,30,2,1910,As new,0,3,3,1,0,Hyper equipped,Gas,2750000,€2750000,1,Brussels Hoofdstedelijk Gewest,Brussels
4773,apartment,chiny,6810,10654212,239900,Faubourg d'Arival 16,2,A,46.0,0,1,6,0,0,0,2024,0,0,1,0,0,1,0,Gas,239900,€239900,1,Luxembourg,Wallonia
